User,Time of Day,Location Type,Transport Mode,Crime Rate,Streetlights,CCTV Presence,Police Presence,Area Risk Level,Escape Route Availability,Safety Plan
User345,Evening 🌆,Slum Area 🚧,Metro 🚇,Moderate ⚠️,No lights 🚫,No ❌,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User346,Late Night 🌌,Commercial 🏢,Walking 🚶‍♂️,High 🚨,Dimly-lit 🌑,No ❌,No Presence ❌,High Risk 🚨,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User347,Evening 🌆,Residential 🏡,Bike 🏍️,Critical ❌,Well-lit 💡,No ❌,Occasional Patrol 👮,Safe ✅,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User348,Night 🌙,Residential 🏡,Bike 🏍️,Moderate ⚠️,No lights 🚫,No ❌,No Presence ❌,High Risk 🚨,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User349,Morning 🌅,Commercial 🏢,Walking 🚶‍♂️,Moderate ⚠️,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User350,Night 🌙,Commercial 🏢,Walking 🚶‍♂️,Critical ❌,No lights 🚫,Yes 📷,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User351,Late Night 🌌,Crowded Market 🛍️,Metro 🚇,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Safe ✅,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User352,Evening 🌆,Isolated 🏜️,Car 🚗,Low ✅,Well-lit 💡,No ❌,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User353,Late Night 🌌,Commercial 🏢,Walking 🚶‍♂️,Critical ❌,No lights 🚫,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User354,Morning 🌅,Residential 🏡,Metro 🚇,Low ✅,Well-lit 💡,No ❌,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User355,Late Night 🌌,Isolated 🏜️,Public Transport 🚌,Critical ❌,Well-lit 💡,Yes 📷,No Presence ❌,Danger Zone ❌,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User356,Afternoon ☀️,Crowded Market 🛍️,Car 🚗,Critical ❌,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,High Risk 🚨,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User357,Evening 🌆,Residential 🏡,Bike 🏍️,Moderate ⚠️,No lights 🚫,No ❌,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User358,Evening 🌆,Crowded Market 🛍️,Public Transport 🚌,Critical ❌,No lights 🚫,No ❌,No Presence ❌,Safe ✅,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User359,Late Night 🌌,Commercial 🏢,Walking 🚶‍♂️,Moderate ⚠️,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User360,Afternoon ☀️,Slum Area 🚧,Car 🚗,Low ✅,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User361,Late Night 🌌,Isolated 🏜️,Bike 🏍️,Critical ❌,Well-lit 💡,Yes 📷,No Presence ❌,Danger Zone ❌,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User362,Morning 🌅,Isolated 🏜️,Bike 🏍️,High 🚨,No lights 🚫,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User363,Late Night 🌌,Crowded Market 🛍️,Public Transport 🚌,Critical ❌,Well-lit 💡,No ❌,Frequent Patrol 🚔,High Risk 🚨,None ❌,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User364,Afternoon ☀️,Crowded Market 🛍️,Public Transport 🚌,Low ✅,No lights 🚫,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User365,Night 🌙,Residential 🏡,Bike 🏍️,Critical ❌,Dimly-lit 🌑,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User366,Late Night 🌌,Slum Area 🚧,Walking 🚶‍♂️,Low ✅,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,Safe ✅,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User367,Night 🌙,Crowded Market 🛍️,Walking 🚶‍♂️,High 🚨,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Danger Zone ❌,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User368,Morning 🌅,Crowded Market 🛍️,Metro 🚇,High 🚨,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User369,Late Night 🌌,Residential 🏡,Public Transport 🚌,Moderate ⚠️,No lights 🚫,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User370,Morning 🌅,Slum Area 🚧,Metro 🚇,High 🚨,No lights 🚫,Yes 📷,No Presence ❌,High Risk 🚨,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User371,Late Night 🌌,Residential 🏡,Bike 🏍️,High 🚨,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User372,Late Night 🌌,Isolated 🏜️,Metro 🚇,Moderate ⚠️,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User373,Afternoon ☀️,Crowded Market 🛍️,Public Transport 🚌,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User374,Late Night 🌌,Commercial 🏢,Metro 🚇,High 🚨,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User375,Afternoon ☀️,Residential 🏡,Walking 🚶‍♂️,Critical ❌,Well-lit 💡,No ❌,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User376,Evening 🌆,Crowded Market 🛍️,Public Transport 🚌,Low ✅,No lights 🚫,No ❌,No Presence ❌,Safe ✅,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User377,Morning 🌅,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,Well-lit 💡,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User378,Late Night 🌌,Isolated 🏜️,Public Transport 🚌,Moderate ⚠️,No lights 🚫,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User379,Evening 🌆,Isolated 🏜️,Metro 🚇,High 🚨,No lights 🚫,No ❌,Frequent Patrol 🚔,Danger Zone ❌,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User380,Late Night 🌌,Commercial 🏢,Bike 🏍️,Moderate ⚠️,No lights 🚫,No ❌,No Presence ❌,High Risk 🚨,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User381,Evening 🌆,Residential 🏡,Car 🚗,Low ✅,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Danger Zone ❌,None ❌,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User382,Evening 🌆,Commercial 🏢,Car 🚗,High 🚨,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User383,Late Night 🌌,Residential 🏡,Car 🚗,Critical ❌,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User384,Morning 🌅,Residential 🏡,Public Transport 🚌,High 🚨,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User385,Late Night 🌌,Commercial 🏢,Bike 🏍️,High 🚨,No lights 🚫,No ❌,No Presence ❌,Danger Zone ❌,None ❌,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User386,Evening 🌆,Commercial 🏢,Metro 🚇,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User387,Evening 🌆,Commercial 🏢,Bike 🏍️,Critical ❌,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User388,Afternoon ☀️,Commercial 🏢,Walking 🚶‍♂️,Low ✅,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User389,Morning 🌅,Crowded Market 🛍️,Metro 🚇,Critical ❌,No lights 🚫,Yes 📷,Occasional Patrol 👮,High Risk 🚨,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User390,Afternoon ☀️,Residential 🏡,Bike 🏍️,Critical ❌,Dimly-lit 🌑,No ❌,No Presence ❌,Danger Zone ❌,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User391,Late Night 🌌,Commercial 🏢,Walking 🚶‍♂️,Critical ❌,Well-lit 💡,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User392,Late Night 🌌,Residential 🏡,Walking 🚶‍♂️,Critical ❌,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User393,Morning 🌅,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User394,Morning 🌅,Crowded Market 🛍️,Car 🚗,High 🚨,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User395,Night 🌙,Residential 🏡,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User396,Evening 🌆,Isolated 🏜️,Bike 🏍️,High 🚨,No lights 🚫,No ❌,No Presence ❌,High Risk 🚨,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User397,Morning 🌅,Commercial 🏢,Public Transport 🚌,Low ✅,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User398,Late Night 🌌,Slum Area 🚧,Car 🚗,Low ✅,Well-lit 💡,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User399,Night 🌙,Commercial 🏢,Metro 🚇,Critical ❌,Dimly-lit 🌑,Yes 📷,No Presence ❌,Moderate Risk ⚠️,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User400,Evening 🌆,Residential 🏡,Metro 🚇,Low ✅,Dimly-lit 🌑,Yes 📷,No Presence ❌,Safe ✅,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User401,Evening 🌆,Residential 🏡,Bike 🏍️,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User402,Late Night 🌌,Slum Area 🚧,Bike 🏍️,Critical ❌,No lights 🚫,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User403,Night 🌙,Commercial 🏢,Bike 🏍️,Moderate ⚠️,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User404,Afternoon ☀️,Slum Area 🚧,Car 🚗,Low ✅,No lights 🚫,No ❌,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User405,Late Night 🌌,Commercial 🏢,Public Transport 🚌,High 🚨,No lights 🚫,No ❌,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User406,Afternoon ☀️,Commercial 🏢,Walking 🚶‍♂️,Low ✅,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User407,Late Night 🌌,Crowded Market 🛍️,Metro 🚇,Low ✅,Well-lit 💡,No ❌,No Presence ❌,Moderate Risk ⚠️,Available 🟢,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User408,Afternoon ☀️,Isolated 🏜️,Walking 🚶‍♂️,Low ✅,Well-lit 💡,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User409,Late Night 🌌,Commercial 🏢,Public Transport 🚌,High 🚨,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User410,Afternoon ☀️,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,No lights 🚫,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User411,Afternoon ☀️,Slum Area 🚧,Walking 🚶‍♂️,High 🚨,Dimly-lit 🌑,No ❌,No Presence ❌,Safe ✅,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User412,Morning 🌅,Residential 🏡,Metro 🚇,Low ✅,Dimly-lit 🌑,No ❌,No Presence ❌,High Risk 🚨,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User413,Afternoon ☀️,Commercial 🏢,Bike 🏍️,Critical ❌,No lights 🚫,No ❌,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User414,Morning 🌅,Commercial 🏢,Metro 🚇,High 🚨,Well-lit 💡,No ❌,No Presence ❌,Safe ✅,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User415,Night 🌙,Crowded Market 🛍️,Public Transport 🚌,High 🚨,No lights 🚫,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User416,Night 🌙,Slum Area 🚧,Car 🚗,Critical ❌,Dimly-lit 🌑,Yes 📷,No Presence ❌,High Risk 🚨,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User417,Afternoon ☀️,Crowded Market 🛍️,Car 🚗,High 🚨,No lights 🚫,Yes 📷,No Presence ❌,Safe ✅,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User418,Morning 🌅,Residential 🏡,Car 🚗,High 🚨,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User419,Night 🌙,Commercial 🏢,Metro 🚇,Critical ❌,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User420,Late Night 🌌,Residential 🏡,Car 🚗,Critical ❌,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User421,Morning 🌅,Residential 🏡,Metro 🚇,Low ✅,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User422,Evening 🌆,Slum Area 🚧,Metro 🚇,Low ✅,No lights 🚫,No ❌,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User423,Morning 🌅,Commercial 🏢,Walking 🚶‍♂️,Low ✅,No lights 🚫,No ❌,No Presence ❌,Danger Zone ❌,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User424,Evening 🌆,Residential 🏡,Car 🚗,Low ✅,Well-lit 💡,No ❌,Frequent Patrol 🚔,Danger Zone ❌,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User425,Evening 🌆,Commercial 🏢,Walking 🚶‍♂️,High 🚨,No lights 🚫,No ❌,No Presence ❌,Moderate Risk ⚠️,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User426,Afternoon ☀️,Isolated 🏜️,Walking 🚶‍♂️,Critical ❌,No lights 🚫,No ❌,Frequent Patrol 🚔,Danger Zone ❌,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User427,Morning 🌅,Slum Area 🚧,Public Transport 🚌,High 🚨,No lights 🚫,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User428,Afternoon ☀️,Isolated 🏜️,Walking 🚶‍♂️,Moderate ⚠️,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,High Risk 🚨,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User429,Afternoon ☀️,Isolated 🏜️,Metro 🚇,High 🚨,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User430,Night 🌙,Slum Area 🚧,Car 🚗,Low ✅,Dimly-lit 🌑,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User431,Night 🌙,Isolated 🏜️,Walking 🚶‍♂️,Moderate ⚠️,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User432,Morning 🌅,Isolated 🏜️,Car 🚗,Critical ❌,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User433,Evening 🌆,Isolated 🏜️,Bike 🏍️,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User434,Night 🌙,Residential 🏡,Metro 🚇,Moderate ⚠️,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User435,Afternoon ☀️,Commercial 🏢,Public Transport 🚌,Low ✅,Dimly-lit 🌑,Yes 📷,No Presence ❌,Safe ✅,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User436,Late Night 🌌,Crowded Market 🛍️,Car 🚗,Critical ❌,No lights 🚫,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User437,Night 🌙,Crowded Market 🛍️,Bike 🏍️,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User438,Late Night 🌌,Residential 🏡,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User439,Morning 🌅,Commercial 🏢,Metro 🚇,High 🚨,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User440,Afternoon ☀️,Residential 🏡,Public Transport 🚌,High 🚨,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User441,Morning 🌅,Crowded Market 🛍️,Public Transport 🚌,Low ✅,Well-lit 💡,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User442,Late Night 🌌,Residential 🏡,Walking 🚶‍♂️,Low ✅,Well-lit 💡,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User443,Night 🌙,Isolated 🏜️,Walking 🚶‍♂️,Low ✅,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,None ❌,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User444,Late Night 🌌,Commercial 🏢,Walking 🚶‍♂️,High 🚨,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User445,Morning 🌅,Isolated 🏜️,Car 🚗,Low ✅,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User446,Evening 🌆,Isolated 🏜️,Public Transport 🚌,Moderate ⚠️,No lights 🚫,Yes 📷,No Presence ❌,Safe ✅,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User447,Afternoon ☀️,Commercial 🏢,Car 🚗,Critical ❌,Well-lit 💡,Yes 📷,No Presence ❌,Danger Zone ❌,None ❌,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User448,Morning 🌅,Isolated 🏜️,Walking 🚶‍♂️,High 🚨,No lights 🚫,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User449,Night 🌙,Isolated 🏜️,Car 🚗,Low ✅,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User450,Night 🌙,Slum Area 🚧,Metro 🚇,Moderate ⚠️,Dimly-lit 🌑,No ❌,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User451,Night 🌙,Commercial 🏢,Bike 🏍️,Low ✅,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User452,Night 🌙,Isolated 🏜️,Public Transport 🚌,High 🚨,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,Limited 🔵,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User453,Evening 🌆,Crowded Market 🛍️,Car 🚗,High 🚨,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Safe ✅,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User454,Evening 🌆,Isolated 🏜️,Car 🚗,Moderate ⚠️,Well-lit 💡,No ❌,Occasional Patrol 👮,High Risk 🚨,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User455,Afternoon ☀️,Residential 🏡,Walking 🚶‍♂️,Critical ❌,No lights 🚫,Yes 📷,No Presence ❌,Safe ✅,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User456,Evening 🌆,Slum Area 🚧,Metro 🚇,Moderate ⚠️,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,High Risk 🚨,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User457,Night 🌙,Commercial 🏢,Walking 🚶‍♂️,High 🚨,No lights 🚫,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User458,Evening 🌆,Commercial 🏢,Walking 🚶‍♂️,Critical ❌,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
