Area Name,Latitude,Longitude,Streetlights,CCTV Presence,Police Stations Nearby (km),Slum Area,Road Condition Score,Crime Reports Count,Crime Types,Pedestrian Friendly,Traffic Density,Emergency Services Nearby (km),Distance from Borivali (km),Travel Time to Borivali (min),Connected Areas
SFIT (Via Pai Nagar),19.23774597122085,72.8448960460203,No,Yes,2.6,No,1,34,Theft,Yes,Medium,1.4,1.45,4.5,
Richard Nagar,19.257674381302067,72.85936020580817,No,No,2.9,Yes,3,8,Vandalism,Yes,Medium,0.9,3.02,8.1,
Mountain View,19.230507272370478,72.85060091312404,Yes,No,2.2,Yes,2,12,Vandalism,No,Medium,0.7,0.61,3.5,
Potts Nagar,19.24874879960558,72.86541817222681,No,No,2.9,No,4,50,Chain Snatching,Yes,Medium,0.1,2.23,4.6,
Hill View,19.25830296395643,72.85343067470171,Yes,No,2.5,No,4,30,Accident,No,Low,1.3,3.09,6.7,
Lake View,19.255174369310215,72.8641640936251,No,No,2.5,No,2,28,Vandalism,No,High,0.5,2.85,6.1,
Campbell Nagar,19.241364080195563,72.87813365653729,Yes,Yes,1.3,Yes,4,27,None,Yes,Low,0.4,2.58,7.1,
Eksar,19.255502166867146,72.86358635554448,No,No,0.3,Yes,2,12,None,Yes,High,1.6,2.87,8.6,"Borivali Station West, Mandapeshwar, IC Colony"
Kandarpada,19.25021969049681,72.87384838062556,Yes,No,0.1,Yes,2,18,Burglary,No,Low,0.3,2.85,8.3,"Borivali Station West, Dahisar Check Naka"
Campbell Nagar,19.241674269470167,72.85053384844184,Yes,Yes,2.3,No,2,42,None,No,Medium,0.9,1.38,3.7,
Borivali Station West,19.240254025439523,72.85263148704134,No,No,1.8,Yes,3,43,Burglary,No,High,1.3,1.15,4.0,"Eksar, Kandarpada, Shimpoli"
Royal Palms,19.23790902953756,72.84308671306549,No,Yes,2.6,No,1,9,Chain Snatching,No,High,1.3,1.62,4.6,
Johnston Nagar,19.230888019466736,72.853390122175,Yes,Yes,1.3,Yes,1,10,None,Yes,Low,0.3,0.32,1.4,
Scott Nagar,19.236970569469435,72.87149406478319,No,No,2.6,Yes,4,21,Burglary,No,Medium,1.6,1.74,4.5,
Ritter Nagar,19.24102439406093,72.85480798688353,Yes,No,0.2,Yes,3,15,None,Yes,Low,1.5,1.18,3.2,
Smith Nagar,19.24529531603873,72.85280096719379,Yes,Yes,0.3,Yes,5,16,Accident,Yes,Medium,1.3,1.68,4.4,
River Side,19.259154288209864,72.87217457847595,Yes,No,1.7,Yes,5,18,Chain Snatching,Yes,Low,1.1,3.58,8.1,
Campbell Nagar,19.24747589995484,72.86219829457332,Yes,No,0.6,Yes,3,11,Chain Snatching,Yes,High,1.4,1.98,6.4,
Dahanukar Wadi,19.258938016339087,72.85958749386985,No,No,2.5,Yes,2,46,Theft,No,Medium,1.9,3.17,7.5,
Dahanukar Wadi,19.24182765050596,72.86021045164625,Yes,Yes,1.7,No,2,10,Vandalism,Yes,Medium,0.8,1.32,5.3,
Gorai,19.234136315703196,72.85155879765234,Yes,No,2.5,No,3,3,Accident,Yes,Low,0.5,0.65,2.8,
Lindsey Nagar,19.25574341505441,72.8634603593858,Yes,No,0.9,Yes,2,0,None,Yes,Medium,1.5,2.89,6.8,
Ritter Nagar,19.25062800674437,72.85079503064216,Yes,No,0.6,No,5,24,Vandalism,No,Low,0.4,2.3,6.2,
Kandarpada,19.2337421013676,72.86091294080033,No,Yes,3.0,No,1,32,Accident,No,Low,1.0,0.59,3.5,"Borivali Station West, Dahisar Check Naka"
Anand Nagar,19.24512029370292,72.85434167910933,No,Yes,0.4,No,1,28,Chain Snatching,Yes,High,1.6,1.63,5.3,
Frye Nagar,19.261968168871416,72.87382321077098,No,Yes,1.0,No,4,47,Theft,No,Low,0.7,3.94,9.0,
Peaceful Valley,19.248077610843204,72.85100465037311,Yes,Yes,0.3,No,4,23,Accident,Yes,Low,0.2,2.03,7.0,
Western Heights,19.235316861782284,72.8746177121712,No,Yes,1.6,No,2,1,Vandalism,Yes,Low,1.0,1.99,6.9,
Dattapada,19.253955971553665,72.87320843889734,No,No,2.5,Yes,2,30,Accident,Yes,High,1.3,3.14,8.7,
Solis Nagar,19.241174902917265,72.87984657850745,No,No,1.9,No,4,5,Accident,Yes,Low,0.4,2.73,6.4,
Royal Palms,19.23795656441049,72.86559284360023,Yes,Yes,1.3,Yes,5,18,Theft,Yes,Low,0.3,1.27,4.4,
Green Acres,19.242854334343416,72.87476091414163,Yes,Yes,0.6,Yes,2,44,Vandalism,Yes,Low,0.7,2.37,6.4,
Shimpoli,19.246171908995933,72.84875747985714,Yes,No,2.2,Yes,4,7,None,Yes,High,0.7,1.91,6.5,"Borivali Station West, Mandapeshwar, IC Colony"
Long Nagar,19.264723492966,72.87586260801147,Yes,No,2.1,No,2,38,Vandalism,No,Low,1.6,4.31,11.1,
Lindsey Nagar,19.259885382634323,72.87207200291755,No,Yes,1.5,Yes,4,40,Accident,Yes,High,1.7,3.65,9.8,
Ellis Nagar,19.26299431634396,72.86054873416379,Yes,No,1.5,Yes,3,33,None,Yes,Low,1.2,3.62,10.2,
Padilla Nagar,19.2557457311352,72.87775356744417,No,No,0.2,No,5,30,Chain Snatching,Yes,Medium,1.4,3.58,9.2,
Giles Nagar,19.25805465889673,72.8554056753323,Yes,Yes,0.9,No,2,40,Accident,Yes,Low,2.0,3.05,8.8,
Dattapada,19.245442678557414,72.84310592372265,No,Yes,1.8,No,3,40,Chain Snatching,No,High,1.9,2.17,7.2,
Mandapeshwar,19.231626296740554,72.87173228977113,No,Yes,0.8,Yes,5,7,None,No,Low,2.0,1.62,4.8,"Eksar, IC Colony, Shimpoli"
SFIT (Via Pai Nagar),19.26054908135048,72.86633752443296,Yes,Yes,1.3,No,3,48,Theft,No,Medium,0.4,3.49,7.6,
Shailendra Nagar,19.25985423656613,72.84102362479689,Yes,No,0.7,No,5,19,Burglary,Yes,High,1.3,3.63,8.0,
Smith Nagar,19.257143289858437,72.86164050638229,Yes,No,2.7,Yes,4,14,None,Yes,Medium,0.3,3.0,8.3,
Shivdham,19.24364199438342,72.86543861104485,No,No,0.3,No,5,14,Accident,No,Low,0.4,1.74,4.6,
Eksar,19.242934209745048,72.85600514890389,No,Yes,2.5,Yes,4,28,Chain Snatching,Yes,High,1.2,1.38,4.1,"Borivali Station West, Mandapeshwar, IC Colony"
Solis Nagar,19.23059855787284,72.84752167274496,Yes,No,0.3,No,3,39,Chain Snatching,No,Medium,0.9,0.93,4.7,
Simmons Nagar,19.252588004594877,72.85458710180322,Yes,Yes,0.7,Yes,4,34,Accident,Yes,High,1.7,2.45,5.9,
Frye Nagar,19.25716953635512,72.84520030263434,No,Yes,2.0,Yes,4,21,Chain Snatching,No,Medium,1.2,3.18,8.2,
Johnson Nagar,19.264075528385305,72.8673299996185,No,No,1.4,Yes,4,20,Vandalism,Yes,High,0.7,3.89,7.8,
River Side,19.26041000981292,72.87681155964283,Yes,No,2.1,Yes,1,49,None,Yes,High,1.0,3.95,8.5,
Gorai,19.26895375730315,72.87352354244854,Yes,Yes,0.2,Yes,5,17,Chain Snatching,Yes,Medium,1.6,4.62,11.4,
Campbell Nagar,19.24959347139376,72.85125713581319,No,Yes,0.6,No,4,25,Theft,No,High,1.7,2.18,6.0,
Frye Nagar,19.25357563226395,72.8787785587473,No,Yes,2.0,No,3,46,Burglary,No,High,1.7,3.47,8.0,
Dahanukar Wadi,19.268005086063283,72.85814788907182,Yes,Yes,2.4,No,1,40,Vandalism,Yes,High,0.4,4.16,9.9,
Campbell Nagar,19.23972460149737,72.86437892086306,No,Yes,1.5,Yes,4,25,Vandalism,No,Low,1.9,1.32,3.6,
Western Heights,19.247787228931635,72.85721797620049,Yes,No,1.8,Yes,4,34,Chain Snatching,No,Low,1.5,1.92,5.0,
Potts Nagar,19.265053173741503,72.87304092468655,Yes,No,1.3,No,3,4,Theft,Yes,Medium,0.6,4.21,11.0,
Lake View,19.26396102140792,72.87884191065321,No,No,1.9,Yes,5,46,Theft,No,High,0.4,4.39,10.2,
Johnston Nagar,19.256279230662685,72.86126954827975,No,Yes,0.9,Yes,2,29,Accident,Yes,Low,0.7,2.9,7.0,
Baker Nagar,19.259865104936992,72.8722734030088,No,Yes,1.4,Yes,5,16,Vandalism,No,Medium,1.4,3.65,7.4,
Ocean View,19.23282862085445,72.86928620792311,No,Yes,0.7,No,2,39,Accident,No,Medium,0.1,1.38,3.2,
Royal Palms,19.231208677172432,72.86729520428959,Yes,Yes,0.6,No,5,4,Accident,Yes,Low,0.7,1.15,2.9,
Silver Oaks,19.2533277588922,72.87129028327853,No,No,1.9,Yes,5,43,Vandalism,Yes,Low,0.3,2.97,6.5,
Frye Nagar,19.25931078693525,72.8728983647042,Yes,Yes,0.9,Yes,3,8,Vandalism,Yes,Low,1.0,3.63,8.3,
Long Nagar,19.25228180976181,72.87673036668804,Yes,No,1.3,Yes,1,28,Accident,Yes,Low,1.3,3.22,7.7,
Anand Nagar,19.25884724579085,72.85002339178358,Yes,Yes,1.2,No,2,6,Accident,No,High,0.3,3.21,8.9,
Simmons Nagar,19.266117869016988,72.86898840773206,Yes,Yes,2.1,Yes,1,10,Vandalism,Yes,Medium,1.3,4.16,11.3,
Shivaji Park,19.25313366677638,72.85924080819109,No,Yes,1.7,Yes,4,36,None,No,High,0.6,2.52,7.5,
Simmons Nagar,19.262591309080253,72.86875263535653,No,No,1.7,No,3,35,None,Yes,High,1.6,3.78,8.0,
Frye Nagar,19.256718252183028,72.87510084791452,Yes,No,2.4,No,2,7,Accident,Yes,Low,0.2,3.51,7.8,
SFIT (Via Pai Nagar),19.25687104607258,72.85965274383182,Yes,Yes,0.7,No,1,36,None,No,Low,0.1,2.94,6.1,
Baker Nagar,19.26333006805114,72.86779377453432,Yes,Yes,0.7,No,4,40,Chain Snatching,No,Medium,0.4,3.83,8.3,
Eksar,19.25736801297487,72.84483715238524,No,No,2.4,Yes,4,18,Accident,Yes,Medium,2.0,3.21,7.8,"Borivali Station West, Mandapeshwar, IC Colony"
Ellis Nagar,19.23004234620339,72.84540699234807,Yes,No,0.4,No,4,49,Chain Snatching,Yes,Medium,1.1,1.16,5.0,
IC Colony,19.23001907024948,72.85651842431402,No,Yes,2.7,Yes,5,34,None,No,Medium,1.1,0.05,2.3,"Eksar, Mandapeshwar, Shimpoli"
Dattapada,19.24285808658925,72.85861237530153,Yes,Yes,1.5,No,4,17,Burglary,No,Medium,2.0,1.39,4.7,
River Side,19.266345690390008,72.87923065537727,No,Yes,2.1,No,2,26,None,Yes,High,1.5,4.64,11.0,
Anand Nagar,19.237635225487377,72.85582038567728,No,No,0.8,No,5,16,Accident,Yes,High,0.6,0.79,4.4,
Rawalpada,19.24453876097204,72.86368804170552,Yes,Yes,1.4,Yes,4,39,Vandalism,Yes,Low,0.8,1.73,6.1,
Dahanukar Wadi,19.25135436584635,72.87263622098618,Yes,No,2.7,Yes,5,6,Chain Snatching,No,Medium,1.0,2.87,7.2,
Lindsey Nagar,19.266462963480937,72.85031453200561,No,No,2.1,Yes,4,24,Burglary,Yes,Medium,0.7,4.03,10.6,
Long Nagar,19.26871849073993,72.8766195254117,No,Yes,2.9,No,2,7,Theft,No,Low,1.2,4.73,11.2,
Patterson Nagar,19.24953868171387,72.86174064556438,Yes,Yes,0.8,Yes,1,13,Vandalism,No,High,1.2,2.18,4.5,
Johnston Nagar,19.24433723063384,72.87924232982057,No,No,1.3,No,5,14,None,Yes,High,1.5,2.85,8.0,
Pearson Nagar,19.248920787585707,72.87784989773739,Yes,Yes,1.6,No,5,50,Burglary,No,Medium,0.2,3.04,7.7,
Royal Palms,19.232158714087493,72.84140569068575,Yes,Yes,2.4,No,4,43,Theft,Yes,Medium,0.5,1.59,6.1,
Silver Oaks,19.233318367475636,72.86624619774479,No,No,0.4,Yes,5,12,Chain Snatching,No,Low,0.9,1.08,4.0,
Royal Palms,19.24933661525692,72.87149342158726,Yes,No,0.3,No,4,40,Theft,Yes,Medium,1.8,2.62,5.7,
Peaceful Valley,19.255246822494176,72.8464650950347,Yes,Yes,1.2,No,1,25,Vandalism,No,High,1.8,2.93,6.8,
Hill View,19.24952142849977,72.84321644754766,Yes,No,1.9,Yes,5,7,Vandalism,Yes,Medium,1.0,2.52,8.0,
Shivaji Park,19.23253526109317,72.85817988321696,Yes,No,1.0,Yes,5,18,Chain Snatching,Yes,Low,1.1,0.29,1.1,
Long Nagar,19.25269080573841,72.86468152972984,Yes,No,2.4,No,4,44,Theft,No,Low,0.6,2.61,7.3,
Scott Nagar,19.264964311448324,72.84691711907546,No,Yes,1.1,No,1,37,Vandalism,No,Low,0.5,3.94,9.2,
Long Nagar,19.244904494234248,72.8485622506471,No,No,2.7,No,4,27,Accident,No,High,0.9,1.79,3.9,
Golden Nest,19.252186339510985,72.8429178919257,No,No,2.7,No,1,38,Burglary,No,Low,0.6,2.79,8.4,
Eksar,19.249619753280776,72.84142865904975,No,No,0.3,Yes,1,21,Accident,Yes,Medium,1.3,2.64,7.8,"Borivali Station West, Mandapeshwar, IC Colony"
Gorai,19.247547831822605,72.87716542217655,No,Yes,1.4,Yes,2,16,Burglary,Yes,Medium,1.3,2.89,6.9,
SFIT (Direct Route),19.254441072583298,72.87553551481753,No,Yes,1.7,Yes,1,43,Vandalism,No,High,1.9,3.33,8.0,
SFIT (Via Eksar Metro),19.26977962475237,72.85549571597255,No,No,2.7,No,4,21,Burglary,No,Medium,1.8,4.35,9.0,
Shimpoli,19.256788241594677,72.84814279891458,Yes,Yes,0.3,No,3,14,Chain Snatching,Yes,Low,0.2,3.04,8.4,"Borivali Station West, Mandapeshwar, IC Colony"
Johnson Nagar,19.25269368821896,72.8686973586603,Yes,No,1.4,Yes,2,37,Chain Snatching,No,Medium,0.3,2.78,6.2,
SFIT (Via Pai Nagar),19.24241571714058,72.84707004979283,No,No,2.1,No,1,6,Chain Snatching,Yes,Low,0.9,1.64,4.5,
Frye Nagar,19.23003438762549,72.84383898312997,Yes,Yes,0.1,No,3,38,Accident,Yes,Low,1.8,1.32,4.7,
Lindsey Nagar,19.257767125709584,72.84212744581932,Yes,No,1.8,No,2,25,Burglary,Yes,High,1.1,3.37,8.5,
Lindsey Nagar,19.23892883774594,72.84291290278075,No,No,2.5,No,3,49,Accident,No,Low,0.8,1.7,5.3,
Baker Nagar,19.24224386722009,72.87758625948524,Yes,No,3.0,Yes,5,18,Theft,Yes,Low,0.4,2.58,5.7,
Patterson Nagar,19.26168779126614,72.87362817793034,Yes,No,1.4,No,3,41,None,Yes,Low,1.0,3.9,7.9,
Johnson Nagar,19.238086549181443,72.87927357670736,Yes,Yes,1.3,No,1,8,None,Yes,High,0.6,2.55,5.8,
Royal Palms,19.269295002734943,72.84357646201032,No,No,0.9,Yes,1,25,Theft,Yes,Medium,1.3,4.5,11.0,
Pearson Nagar,19.237671046655212,72.8556180874492,No,Yes,1.1,Yes,1,25,Chain Snatching,No,High,0.7,0.8,4.1,
Royal Palms,19.260403621274925,72.85915869346483,No,Yes,1.4,Yes,1,31,None,Yes,Low,0.7,3.32,7.4,
Green Acres,19.255299933381394,72.86155700000252,No,No,1.4,No,1,32,Accident,Yes,Low,1.5,2.8,7.4,
Pearson Nagar,19.258566335892027,72.8710999065735,No,No,0.4,Yes,3,12,Vandalism,No,Low,1.1,3.47,8.4,
Green Acres,19.25048593269547,72.87576313622895,No,Yes,1.2,Yes,5,36,Burglary,No,Medium,1.2,3.01,7.1,
Peaceful Valley,19.24205779888129,72.86674289297811,Yes,Yes,1.0,No,4,13,Vandalism,Yes,High,1.8,1.68,4.1,
Palm Grove,19.24483780949945,72.86595355514599,Yes,No,2.3,No,5,27,None,Yes,High,1.8,1.88,5.0,
Smith Nagar,19.241172785506897,72.8431864851739,Yes,Yes,1.8,No,4,47,None,No,Low,1.4,1.82,5.2,
Sunshine Hills,19.245202648601,72.84097110990871,No,No,1.7,Yes,1,0,None,Yes,Low,0.5,2.3,7.6,
Potts Nagar,19.24140268531002,72.85393550650896,Yes,No,0.7,No,1,36,Burglary,Yes,Low,0.4,1.23,3.5,
Dahanukar Wadi,19.2606664889836,72.84655494192484,No,Yes,1.1,Yes,2,33,Accident,Yes,Low,1.5,3.5,8.0,
Golden Nest,19.26667603164904,72.84481208515678,Yes,No,0.2,Yes,5,31,Accident,No,Medium,0.2,4.19,9.9,
Palm Grove,19.26278261939112,72.86342978843481,Yes,Yes,1.7,Yes,5,1,Accident,No,Medium,1.3,3.65,9.8,
Ocean View,19.26021907040053,72.85857824730319,Yes,Yes,2.1,No,4,15,Accident,Yes,Low,0.7,3.3,8.0,
Shailendra Nagar,19.26761139317512,72.87760114664258,No,No,1.3,Yes,2,17,Vandalism,No,Medium,0.6,4.67,11.1,
Chikuwadi,19.248528106730237,72.8472722473741,No,Yes,0.2,Yes,5,15,Chain Snatching,No,High,1.6,2.21,5.1,
Long Nagar,19.269803647567475,72.85893460485504,No,No,0.6,Yes,5,4,Theft,No,High,1.8,4.36,9.0,
Frye Nagar,19.252621236338445,72.84771226174283,Yes,No,1.5,Yes,4,32,Vandalism,No,Low,0.9,2.61,5.3,
Lake View,19.239189115560954,72.87501756182009,Yes,Yes,1.0,No,2,36,None,Yes,Medium,0.9,2.18,5.9,
SFIT (Via Pai Nagar),19.24298329289411,72.84803829700209,No,No,2.8,Yes,4,45,None,No,High,1.6,1.64,5.1,
Gorai,19.25607228690011,72.8411824465679,Yes,Yes,2.4,No,5,46,Theft,Yes,Medium,1.9,3.25,9.4,
Ocean View,19.23367332059497,72.86303935076008,Yes,No,2.5,No,3,9,Theft,Yes,High,0.4,0.78,2.9,
Eksar,19.259234192487757,72.86479579119336,Yes,No,1.0,No,5,9,Chain Snatching,Yes,Low,1.9,3.3,9.1,"Borivali Station West, Mandapeshwar, IC Colony"
Shimpoli,19.249804260725792,72.84016470949986,No,No,2.3,No,3,50,Chain Snatching,No,High,1.6,2.73,6.4,"Borivali Station West, Mandapeshwar, IC Colony"
Sunder Nagar,19.254842088530285,72.87200461988314,No,Yes,1.5,No,5,34,Burglary,Yes,Medium,0.4,3.15,8.0,
Green Woods,19.25991824754854,72.85892915467747,Yes,Yes,1.3,No,5,0,None,No,Medium,1.7,3.27,6.8,
Shivdham,19.2698278866422,72.85811479901031,No,Yes,2.9,Yes,5,39,Chain Snatching,No,High,1.4,4.36,9.9,
Borivali Station West,19.255595504739222,72.86170098073688,Yes,No,0.1,Yes,4,32,Theft,No,Low,1.9,2.83,7.2,"Eksar, Kandarpada, Shimpoli"
Palm Grove,19.254534532232647,72.84461363741038,Yes,No,2.1,Yes,2,19,None,Yes,Medium,0.7,2.93,5.9,
Sunshine Hills,19.236855003193643,72.85347045775745,No,No,0.8,No,4,10,None,Yes,High,0.9,0.77,4.2,
Rawalpada,19.260183277443165,72.8691514584907,No,Yes,1.6,Yes,3,19,None,No,Medium,1.0,3.55,7.6,
Gorai,19.247804452586585,72.87762324469514,Yes,Yes,2.0,Yes,4,28,Accident,No,Low,0.3,2.94,6.9,
Sunshine Hills,19.265334945047734,72.85770302830566,No,Yes,0.8,No,3,36,None,Yes,Low,0.7,3.86,10.4,
Peaceful Valley,19.23677258325261,72.8776167784665,No,No,1.1,Yes,4,5,Burglary,Yes,Low,0.5,2.34,6.9,
Shailendra Nagar,19.2490839198376,72.8607342984842,No,No,1.4,Yes,1,9,Vandalism,No,Low,1.4,2.11,6.5,
Shivaji Park,19.2523390304314,72.84168128213669,No,No,0.9,No,4,18,None,No,Low,0.7,2.87,6.5,
Dahisar Check Naka,19.265776071532304,72.85346437345645,Yes,Yes,1.5,No,4,29,Accident,Yes,Medium,0.9,3.92,9.4,
Sunder Nagar,19.26665334547645,72.84430082676988,Yes,No,1.6,No,5,39,Accident,No,Low,0.3,4.2,10.7,
SFIT (Direct Route),19.24121245001002,72.87820579243011,No,No,0.3,Yes,4,31,Vandalism,No,High,1.4,2.58,5.5,
Campbell Nagar,19.25055769277244,72.85677827701802,No,No,1.2,Yes,5,6,Vandalism,Yes,Medium,0.4,2.22,6.7,
Mandapeshwar,19.258894844405496,72.84344173713008,No,No,0.2,Yes,5,6,Burglary,Yes,Low,0.5,3.43,7.6,"Eksar, IC Colony, Shimpoli"
Pearson Nagar,19.248047415020185,72.85912473879633,Yes,Yes,2.1,No,2,14,Accident,Yes,Low,1.3,1.96,5.8,
Shivdham,19.248025035710747,72.86670327923474,No,Yes,0.2,Yes,1,50,Vandalism,No,Medium,0.9,2.22,6.8,
Green Valley,19.240406688390184,72.86330564181215,Yes,No,0.2,Yes,5,39,None,Yes,Medium,0.1,1.32,3.8,
Kandarpada,19.2435766431098,72.87911603236977,No,Yes,0.3,No,1,4,Vandalism,No,High,1.5,2.79,7.5,"Borivali Station West, Dahisar Check Naka"
Padilla Nagar,19.23649163976024,72.85223954382222,No,No,1.0,No,2,31,Chain Snatching,No,High,0.3,0.79,2.1,
Richard Nagar,19.2470571273613,72.85109268363696,Yes,Yes,0.9,Yes,3,32,Accident,No,High,1.6,1.92,5.1,
Dahanukar Wadi,19.23363716761138,72.87673143977176,Yes,No,0.4,No,2,1,Vandalism,No,Medium,1.4,2.17,6.0,
Golden Nest,19.25527192446768,72.8574032229101,Yes,Yes,0.1,No,1,6,Chain Snatching,No,Low,1.4,2.74,7.6,
Shivaji Park,19.24939794350499,72.84635845721508,Yes,No,0.7,Yes,3,44,Vandalism,Yes,Low,1.3,2.34,6.9,
Johnson Nagar,19.263816303705013,72.86382898943266,No,Yes,1.4,Yes,3,42,Burglary,Yes,Medium,1.8,3.77,9.3,
Eksar,19.25991376084877,72.85474998093886,Yes,No,0.7,Yes,1,13,Accident,Yes,Medium,0.2,3.26,7.9,"Borivali Station West, Mandapeshwar, IC Colony"
Long Nagar,19.234281547289964,72.87467019149577,No,No,1.9,No,1,44,Theft,No,Medium,0.5,1.97,4.1,
Green Valley,19.245402356914667,72.87120822954729,No,Yes,0.2,No,2,19,Theft,No,Low,1.9,2.27,6.4,
Green Valley,19.23111285230571,72.87501536705835,No,Yes,2.6,Yes,2,36,Chain Snatching,Yes,Medium,0.4,1.96,5.3,
Golden Nest,19.243648927477096,72.84500836772266,Yes,No,2.3,Yes,2,27,Chain Snatching,No,Medium,1.9,1.88,3.9,
Ellis Nagar,19.230628429973105,72.86298820592368,Yes,No,2.5,No,2,21,Chain Snatching,Yes,High,0.4,0.69,3.2,
IC Colony,19.26086790023991,72.87639319328858,Yes,No,2.1,Yes,2,9,Accident,No,Low,0.9,3.96,8.5,"Eksar, Mandapeshwar, Shimpoli"
SFIT (Via Pai Nagar),19.23656024060286,72.85854664085817,No,Yes,2.7,No,2,38,Burglary,No,High,0.6,0.71,4.2,
Sunder Nagar,19.237657068834896,72.86743183215475,Yes,Yes,1.4,Yes,2,14,Accident,Yes,Low,0.4,1.4,3.2,
Solis Nagar,19.250240697213744,72.84987946249547,Yes,No,1.4,No,4,18,None,Yes,Medium,1.9,2.29,6.4,
Frye Nagar,19.266875658171127,72.87519530460789,No,No,1.1,No,5,31,Burglary,Yes,Low,1.9,4.49,10.4,
Royal Palms,19.23743069072094,72.84026502308036,Yes,No,2.0,Yes,3,34,Accident,Yes,High,0.3,1.86,4.4,
Shivdham,19.235705939801058,72.85431255537046,Yes,Yes,2.3,Yes,1,42,Burglary,No,Low,0.2,0.62,3.5,
Gorai,19.23686015815188,72.86107288488407,Yes,Yes,1.5,Yes,4,6,Accident,No,Low,1.2,0.86,4.0,
Ellis Nagar,19.24652326942328,72.86930539069759,No,No,2.0,No,5,5,Vandalism,No,Low,1.5,2.23,5.0,
Eksar,19.259956192301534,72.85779511656301,No,No,0.3,No,1,21,Burglary,No,Medium,0.2,3.26,9.1,"Borivali Station West, Mandapeshwar, IC Colony"
Dattapada,19.235602285214654,72.8429895802269,Yes,No,1.5,Yes,3,48,Chain Snatching,No,Low,1.4,1.52,5.2,
River Side,19.26446562172691,72.87161049676668,No,Yes,0.2,Yes,5,9,Accident,No,Medium,1.5,4.09,9.9,
Sunshine Hills,19.24664951984828,72.86268660836657,No,Yes,1.8,Yes,4,31,Burglary,No,Low,1.3,1.91,5.1,
Ward Nagar,19.25264350661404,72.84765338160844,Yes,Yes,0.3,No,2,38,Theft,No,Medium,0.4,2.62,7.8,
Baker Nagar,19.245815641938712,72.87086103500631,No,No,1.1,Yes,2,35,Burglary,Yes,Low,1.5,2.28,6.4,
Chikuwadi,19.249842295553137,72.84645053154583,Yes,No,0.8,No,3,37,Burglary,No,Low,1.2,2.38,5.0,
Smith Nagar,19.24251730999418,72.84731607429555,Yes,Yes,1.2,No,5,12,Theft,No,High,1.0,1.64,5.1,
Shivdham,19.238700034063324,72.87401169886465,Yes,No,1.4,No,1,14,Accident,No,High,0.3,2.06,6.9,
Ritter Nagar,19.25964066744996,72.84327488414405,Yes,No,1.3,No,1,42,Chain Snatching,Yes,Low,1.0,3.51,7.3,
River Side,19.244122285198426,72.8516757902414,No,No,0.5,No,3,42,None,Yes,Medium,0.5,1.59,4.0,
Ritter Nagar,19.24088174104139,72.84709255806499,Yes,Yes,1.6,No,5,26,Theft,Yes,Medium,0.8,1.51,5.5,
Sunshine Hills,19.244979768577544,72.87453674153633,Yes,No,0.6,Yes,3,15,None,Yes,Low,1.3,2.49,7.5,
Hill View,19.234314306217243,72.87597591713194,No,No,2.3,No,5,20,Theft,Yes,Low,1.1,2.1,7.1,
Shivaji Park,19.267967445879183,72.84470027478307,Yes,No,0.8,Yes,5,35,Burglary,No,Medium,1.8,4.33,10.8,
Johnson Nagar,19.239454867902403,72.85538748591222,Yes,No,2.1,No,1,38,Burglary,No,Low,0.6,1.0,4.7,
Pearson Nagar,19.24903037270275,72.87785478617236,Yes,Yes,2.5,Yes,2,23,None,No,Medium,0.7,3.05,7.9,
Shailendra Nagar,19.245071287533147,72.84053968636277,No,Yes,0.3,No,5,31,None,No,High,0.8,2.32,5.1,
Smith Nagar,19.239055805184652,72.86606751163914,Yes,Yes,1.0,Yes,3,19,None,No,Medium,0.5,1.39,3.8,
SFIT (Via Eksar Metro),19.25356832855002,72.87562084187451,No,Yes,0.1,Yes,1,8,Chain Snatching,Yes,Low,1.0,3.26,7.8,
Campbell Nagar,19.26225711958629,72.84033263907617,No,No,2.9,Yes,5,12,None,Yes,Low,1.7,3.9,8.7,
Lake View,19.234776923229347,72.85867819610776,Yes,No,1.4,Yes,3,46,Vandalism,Yes,Medium,1.3,0.53,3.7,
Palm Grove,19.266248040349943,72.87600639664382,Yes,Yes,1.7,No,4,2,Accident,Yes,High,0.6,4.46,10.5,
Mandapeshwar,19.23090324215884,72.84705120290845,No,No,2.7,Yes,5,33,Theft,No,Low,0.1,0.98,4.4,"Eksar, IC Colony, Shimpoli"
Eksar,19.255475989355123,72.87469973105878,Yes,No,0.1,Yes,5,37,Accident,No,High,0.9,3.37,8.4,"Borivali Station West, Mandapeshwar, IC Colony"
SFIT (Direct Route),19.24996695229908,72.84082931789979,No,Yes,0.5,Yes,4,34,Burglary,Yes,High,0.4,2.71,6.5,
River Side,19.261858593674745,72.85293119300219,No,Yes,1.5,No,4,32,Theft,No,Low,1.8,3.49,8.9,
Peaceful Valley,19.250126826472748,72.84484912651367,No,No,1.0,No,4,37,Vandalism,No,High,1.1,2.49,6.1,
Silver Oaks,19.24474573012786,72.87936341258373,No,Yes,1.6,Yes,2,22,Theft,Yes,Medium,0.8,2.88,5.8,
Patterson Nagar,19.230670439104674,72.86561425171445,No,No,0.4,No,2,36,None,Yes,Medium,0.2,0.97,4.7,
Anand Nagar,19.25771701040872,72.86648420687645,Yes,Yes,1.2,Yes,3,28,Chain Snatching,Yes,Low,1.5,3.19,7.3,
